MODE,TTME,INVC,INVT,GC,CHAIR,HINC,PSIZE,AASC,TASC,BASC,CASC,HINCA,PSIZEA        
1,0,20,1440,238,0,27,2,0,0,0,1,0,0      
0,69,104,179,123,0,30,1,1,0,0,0,30,1    
0,34,89,978,195,0,30,1,0,1,0,0,0,0      
1,30,28,795,114,0,30,1,0,0,1,0,0,0      
0,0,40,904,138,0,30,1,0,0,0,1,0,0       
0,69,108,180,128,0,35,1,1,0,0,0,35,1    
0,34,89,901,187,0,35,1,0,1,0,0,0,0      
0,35,44,891,141,0,35,1,0,0,1,0,0,0      
1,0,34,720,112,0,35,1,0,0,0,1,0,0       
0,64,78,146,100,0,40,4,1,0,0,0,40,4     
0,44,66,903,203,0,40,4,0,1,0,0,0,0      
0,53,43,893,178,0,40,4,0,0,1,0,0,0      
1,0,11,870,143,0,40,4,0,0,0,1,0,0       
0,64,60,144,82,0,60,2,1,0,0,0,60,2      
0,44,32,404,93,0,60,2,0,1,0,0,0,0       
0,53,26,449,94,0,60,2,0,0,1,0,0,0       
1,0,8,270,49,0,60,2,0,0,0,1,0,0         
0,64,78,175,105,0,40,4,1,0,0,0,40,4     
0,44,67,932,208,0,40,4,0,1,0,0,0,0      
0,53,44,922,183,0,40,4,0,0,1,0,0,0      
1,0,12,720,121,0,40,4,0,0,0,1,0,0       
0,69,67,108,79,0,70,1,1,0,0,0,70,1      
0,34,38,370,78,0,70,1,0,1,0,0,0,0       
0,35,32,415,77,0,70,1,0,0,1,0,0,0       
1,0,12,240,38,0,70,1,0,0,0,1,0,0        
0,64,108,200,139,0,70,2,1,0,0,0,70,2    
0,44,90,944,234,0,70,2,0,1,0,0,0,0      
0,53,45,934,187,0,70,2,0,0,1,0,0,0      
1,0,19,720,128,0,70,2,0,0,0,1,0,0       
1,60,108,80,120,1,30,2,1,0,0,0,30,2     
0,44,32,344,84,1,30,2,0,1,0,0,0,0       
0,53,26,389,85,1,30,2,0,0,1,0,0,0       
0,0,7,315,55,1,30,2,0,0,0,1,0,0         
1,30,58,90,72,1,35,2,1,0,0,0,35,2       
0,44,32,506,109,1,35,2,0,1,0,0,0,0      
0,53,26,551,110,1,35,2,0,0,1,0,0,0      
0,0,8,402,69,1,35,2,0,0,0,1,0,0         
1,55,69,115,81,1,60,1,1,0,0,0,60,1      
0,34,43,392,85,1,60,1,0,1,0,0,0,0       
0,35,37,437,84,1,60,1,0,0,1,0,0,0       
0,0,13,268,42,1,60,1,0,0,0,1,0,0        
1,40,66,105,77,1,45,1,1,0,0,0,45,1      
0,34,31,372,71,1,45,1,0,1,0,0,0,0       
0,35,25,417,70,1,45,1,0,0,1,0,0,0       
0,0,18,327,54,1,45,1,0,0,0,1,0,0        
0,69,57,67,65,0,45,1,1,0,0,0,45,1       
0,34,31,355,69,0,45,1,0,1,0,0,0,0       
1,40,18,245,45,0,45,1,0,0,1,0,0,0       
0,0,13,320,48,0,45,1,0,0,0,1,0,0        
0,69,129,185,149,0,6,1,1,0,0,0,6,1      
0,34,67,933,168,0,6,1,0,1,0,0,0,0       
1,20,54,820,143,0,6,1,0,0,1,0,0,0       
0,0,38,894,135,0,6,1,0,0,0,1,0,0        
1,90,151,95,161,1,36,1,1,0,0,0,36,1     
0,34,96,895,193,1,36,1,0,1,0,0,0,0      
0,35,51,885,147,1,36,1,0,0,1,0,0,0      
0,0,35,844,127,1,36,1,0,0,0,1,0,0       
1,10,70,85,80,1,20,1,1,0,0,0,20,1       
0,34,34,351,72,1,20,1,0,1,0,0,0,0       
0,35,28,396,71,1,20,1,0,0,1,0,0,0       
0,0,22,307,55,1,20,1,0,0,0,1,0,0        
1,25,75,100,90,1,20,2,1,0,0,0,20,2      
0,44,15,348,68,1,20,2,0,1,0,0,0,0       
0,53,12,393,72,1,20,2,0,0,1,0,0,0       
0,0,7,290,51,1,20,2,0,0,0,1,0,0         
1,99,110,260,138,1,26,1,1,0,0,0,26,1    
0,34,92,934,193,1,26,1,0,1,0,0,0,0      
0,35,47,924,147,1,26,1,0,0,1,0,0,0      
0,0,45,816,134,1,26,1,0,0,0,1,0,0       
1,30,94,195,115,1,29,1,1,0,0,0,29,1     
0,34,89,943,191,1,29,1,0,1,0,0,0,0      
0,35,44,933,145,1,29,1,0,0,1,0,0,0      
0,0,58,912,157,1,29,1,0,0,0,1,0,0       
1,35,95,155,119,1,8,2,1,0,0,0,8,2       
0,44,45,930,186,1,8,2,0,1,0,0,0,0       
0,53,43,920,183,1,8,2,0,0,1,0,0,0       
0,0,23,860,153,1,8,2,0,0,0,1,0,0        
0,69,104,178,123,0,32,1,1,0,0,0,32,1    
0,34,89,992,197,0,32,1,0,1,0,0,0,0      
1,15,38,675,111,0,32,1,0,0,1,0,0,0      
0,0,39,900,137,0,32,1,0,0,0,1,0,0       
0,64,103,170,129,0,45,2,1,0,0,0,45,2    
0,44,88,889,222,0,45,2,0,1,0,0,0,0      
1,30,35,770,152,0,45,2,0,0,1,0,0,0      
0,0,18,905,155,0,45,2,0,0,0,1,0,0       
0,64,86,167,112,0,45,3,1,0,0,0,45,3     
0,44,75,972,222,0,45,3,0,1,0,0,0,0      
0,53,44,962,190,0,45,3,0,0,1,0,0,0      
1,0,13,870,145,0,45,3,0,0,0,1,0,0       
0,64,108,139,129,0,26,2,1,0,0,0,26,2    
0,44,90,862,220,0,26,2,0,1,0,0,0,0      
1,30,36,780,154,0,26,2,0,0,1,0,0,0      
0,0,18,875,151,0,26,2,0,0,0,1,0,0       
0,69,59,106,71,0,60,1,1,0,0,0,60,1      
0,34,31,372,71,0,60,1,0,1,0,0,0,0       
0,35,25,417,70,0,60,1,0,0,1,0,0,0       
1,0,13,300,46,0,60,1,0,0,0,1,0,0        
0,64,58,124,77,0,10,2,1,0,0,0,10,2      
1,10,35,380,92,0,10,2,0,1,0,0,0,0       
0,53,13,427,78,0,10,2,0,0,1,0,0,0       
0,0,8,364,63,0,10,2,0,0,0,1,0,0         
0,64,107,153,131,0,45,2,1,0,0,0,45,2    
0,44,89,880,222,0,45,2,0,1,0,0,0,0      
0,53,44,870,176,0,45,2,0,0,1,0,0,0      
1,0,2,660,102,0,45,2,0,0,0,1,0,0        
0,64,86,143,108,0,60,3,1,0,0,0,60,3     
0,44,74,880,207,0,60,3,0,1,0,0,0,0      
0,53,43,870,175,0,60,3,0,0,1,0,0,0      
1,0,16,660,116,0,60,3,0,0,0,1,0,0       
0,69,108,196,129,0,60,1,1,0,0,0,60,1    
0,34,91,967,196,0,60,1,0,1,0,0,0,0      
1,15,35,935,136,0,60,1,0,0,1,0,0,0      
0,0,38,903,136,0,60,1,0,0,0,1,0,0       
0,69,103,149,119,0,8,1,1,0,0,0,8,1      
0,34,45,892,142,0,8,1,0,1,0,0,0,0       
1,25,25,730,104,0,8,1,0,0,1,0,0,0       
0,0,37,882,133,0,8,1,0,0,0,1,0,0        
0,64,103,160,127,0,60,2,1,0,0,0,60,2    
0,44,89,987,239,0,60,2,0,1,0,0,0,0      
0,53,44,977,192,0,60,2,0,0,1,0,0,0      
1,0,34,660,134,0,60,2,0,0,0,1,0,0       
0,64,114,161,138,0,12,2,1,0,0,0,12,2    
0,44,60,1031,217,0,12,2,0,1,0,0,0,0     
0,53,58,1021,213,0,12,2,0,0,1,0,0,0     
1,0,19,720,128,0,12,2,0,0,0,1,0,0       
0,69,107,150,123,0,45,1,1,0,0,0,45,1    
0,34,91,914,190,0,45,1,0,1,0,0,0,0      
0,35,46,904,144,0,45,1,0,0,1,0,0,0      
1,0,36,750,117,0,45,1,0,0,0,1,0,0       
0,69,118,137,132,0,50,1,1,0,0,0,50,1    
0,34,96,904,194,0,50,1,0,1,0,0,0,0      
1,5,65,850,157,0,50,1,0,0,1,0,0,0       
0,0,64,859,157,0,50,1,0,0,0,1,0,0       
0,69,102,101,113,0,26,1,1,0,0,0,26,1    
0,34,87,870,182,0,26,1,0,1,0,0,0,0      
1,45,35,800,122,0,26,1,0,0,1,0,0,0      
0,0,35,825,125,0,26,1,0,0,0,1,0,0       
0,64,85,101,101,0,35,3,1,0,0,0,35,3     
0,44,73,870,205,0,35,3,0,1,0,0,0,0      
0,53,42,860,173,0,35,3,0,0,1,0,0,0      
1,0,12,600,103,0,35,3,0,0,0,1,0,0       
0,69,107,158,125,0,12,1,1,0,0,0,12,1    
1,30,61,780,146,0,12,1,0,1,0,0,0,0      
0,35,45,901,143,0,12,1,0,0,1,0,0,0      
0,0,54,853,147,0,12,1,0,0,0,1,0,0       
0,69,113,244,140,0,15,1,1,0,0,0,15,1    
1,30,67,845,158,0,15,1,0,1,0,0,0,0      
0,35,49,893,146,0,15,1,0,0,1,0,0,0      
0,0,47,868,141,0,15,1,0,0,0,1,0,0       
0,64,84,215,117,0,12,4,1,0,0,0,12,4     
1,99,37,885,171,0,12,4,0,1,0,0,0,0      
0,53,46,966,193,0,12,4,0,0,1,0,0,0      
0,0,10,921,150,0,12,4,0,0,0,1,0,0       
0,64,94,163,119,0,35,3,1,0,0,0,35,3     
1,25,68,755,183,0,35,3,0,1,0,0,0,0      
0,53,47,895,183,0,35,3,0,0,1,0,0,0      
0,0,16,879,149,0,35,3,0,0,0,1,0,0       
0,69,112,161,129,0,26,1,1,0,0,0,26,1    
1,15,21,797,108,0,26,1,0,1,0,0,0,0      
0,35,45,876,140,0,26,1,0,0,1,0,0,0      
0,0,47,852,140,0,26,1,0,0,0,1,0,0       
0,69,103,166,121,0,6,1,1,0,0,0,6,1      
1,45,20,820,109,0,6,1,0,1,0,0,0,0       
0,35,43,836,134,0,6,1,0,0,1,0,0,0       
0,0,35,886,131,0,6,1,0,0,0,1,0,0        
0,69,107,152,124,0,4,1,1,0,0,0,4,1      
1,30,33,755,115,0,4,1,0,1,0,0,0,0       
0,35,44,882,140,0,4,1,0,0,1,0,0,0       
0,0,48,845,140,0,4,1,0,0,0,1,0,0        
0,64,103,164,128,0,40,2,1,0,0,0,40,2    
1,10,41,730,152,0,40,2,0,1,0,0,0,0      
0,53,43,925,183,0,40,2,0,0,1,0,0,0      
0,0,19,898,155,0,40,2,0,0,0,1,0,0       
0,64,143,166,168,0,40,1,1,0,0,0,40,1    
1,10,83,825,208,0,40,1,0,1,0,0,0,0      
0,53,70,896,206,0,40,1,0,0,1,0,0,0      
0,0,50,911,188,0,40,1,0,0,0,1,0,0       
1,45,94,270,123,1,60,1,1,0,0,0,60,1     
0,34,91,916,190,1,60,1,0,1,0,0,0,0      
0,35,46,906,144,1,60,1,0,0,1,0,0,0      
0,0,49,872,144,1,60,1,0,0,0,1,0,0       
1,45,138,115,150,1,4,1,1,0,0,0,4,1      
0,34,60,880,156,1,4,1,0,1,0,0,0,0       
0,35,58,870,153,1,4,1,0,0,1,0,0,0       
0,0,47,888,143,1,4,1,0,0,0,1,0,0        
1,60,102,250,129,1,50,1,1,0,0,0,50,1    
0,34,112,997,220,1,50,1,0,1,0,0,0,0     
0,35,67,952,170,1,50,1,0,0,1,0,0,0      
0,0,43,971,148,1,50,1,0,0,0,1,0,0       
1,60,151,255,190,1,60,2,1,0,0,0,60,2    
0,44,91,941,234,1,60,2,0,1,0,0,0,0      
0,53,46,931,187,1,60,2,0,0,1,0,0,0      
0,0,21,959,166,1,60,2,0,0,0,1,0,0       
1,60,111,205,133,1,70,1,1,0,0,0,70,1    
0,34,97,888,193,1,70,1,0,1,0,0,0,0      
0,35,52,878,147,1,70,1,0,0,1,0,0,0      
0,0,49,855,142,1,70,1,0,0,0,1,0,0       
1,60,70,95,93,1,40,2,1,0,0,0,40,2       
0,44,31,360,85,1,40,2,0,1,0,0,0,0       
0,53,25,405,86,1,40,2,0,0,1,0,0,0       
0,0,7,335,58,1,40,2,0,0,0,1,0,0         
1,45,74,70,85,1,35,3,1,0,0,0,35,3       
0,44,26,361,81,1,35,3,0,1,0,0,0,0       
0,53,21,406,82,1,35,3,0,0,1,0,0,0       
0,0,4,315,52,1,35,3,0,0,0,1,0,0         
1,75,165,180,192,1,60,2,1,0,0,0,60,2    
0,44,98,967,245,1,60,2,0,1,0,0,0,0      
0,53,53,922,193,1,60,2,0,0,1,0,0,0      
0,0,26,947,170,1,60,2,0,0,0,1,0,0       
1,30,93,175,112,1,60,1,1,0,0,0,60,1     
0,34,96,1030,208,1,60,1,0,1,0,0,0,0     
0,35,51,1020,162,1,60,1,0,0,1,0,0,0     
0,0,54,967,159,1,60,1,0,0,0,1,0,0       
1,90,71,115,89,1,50,2,1,0,0,0,50,2      
0,44,31,385,89,1,50,2,0,1,0,0,0,0       
0,53,25,430,90,1,50,2,0,0,1,0,0,0       
0,0,7,332,57,1,50,2,0,0,0,1,0,0         
1,45,75,75,96,1,40,3,1,0,0,0,40,3       
0,44,33,418,96,1,40,3,0,1,0,0,0,0       
0,53,28,463,98,1,40,3,0,0,1,0,0,0       
0,0,5,291,49,1,40,3,0,0,0,1,0,0         
1,60,81,70,89,1,60,1,1,0,0,0,60,1       
0,34,32,341,69,1,60,1,0,1,0,0,0,0       
0,35,26,386,68,1,60,1,0,0,1,0,0,0       
0,0,13,307,46,1,60,1,0,0,0,1,0,0        
1,75,94,95,104,1,20,1,1,0,0,0,20,1      
0,34,33,367,73,1,20,1,0,1,0,0,0,0       
0,35,27,412,72,1,20,1,0,0,1,0,0,0       
0,0,14,314,48,1,20,1,0,0,0,1,0,0        
0,64,70,158,93,0,50,3,1,0,0,0,50,3      
0,44,61,778,179,0,50,3,0,1,0,0,0,0      
0,53,34,772,151,0,50,3,0,0,1,0,0,0      
1,0,11,470,82,0,50,3,0,0,0,1,0,0        
0,64,65,145,87,0,70,4,1,0,0,0,70,4      
0,44,54,674,156,0,70,4,0,1,0,0,0,0      
0,53,33,668,135,0,70,4,0,0,1,0,0,0      
1,0,8,560,93,0,70,4,0,0,0,1,0,0         
0,64,71,133,91,0,50,3,1,0,0,0,50,3      
0,44,59,625,153,0,50,3,0,1,0,0,0,0      
0,53,32,619,126,0,50,3,0,0,1,0,0,0      
1,0,8,510,85,0,50,3,0,0,0,1,0,0         
0,69,81,139,96,0,26,1,1,0,0,0,26,1      
0,34,71,698,147,0,26,1,0,1,0,0,0,0      
0,35,32,692,107,0,26,1,0,0,1,0,0,0      
1,0,33,600,98,0,26,1,0,0,0,1,0,0        
0,64,65,154,89,0,45,4,1,0,0,0,45,4      
0,44,53,621,147,0,45,4,0,1,0,0,0,0      
0,53,32,615,125,0,45,4,0,0,1,0,0,0      
1,0,9,535,90,0,45,4,0,0,0,1,0,0         
0,64,58,148,80,0,45,6,1,0,0,0,45,6      
0,44,48,646,145,0,45,6,0,1,0,0,0,0      
0,53,32,640,129,0,45,6,0,0,1,0,0,0      
1,0,5,470,76,0,45,6,0,0,0,1,0,0         
0,69,81,95,91,0,30,1,1,0,0,0,30,1       
0,34,70,610,136,0,30,1,0,1,0,0,0,0      
0,35,31,604,96,0,30,1,0,0,1,0,0,0       
1,0,30,440,78,0,30,1,0,0,0,1,0,0        
0,64,71,145,93,0,40,3,1,0,0,0,40,3      
0,44,59,658,159,0,40,3,0,1,0,0,0,0      
0,53,32,652,131,0,40,3,0,0,1,0,0,0      
1,0,10,590,100,0,40,3,0,0,0,1,0,0       
0,64,82,159,106,0,50,2,1,0,0,0,50,2     
0,44,71,765,187,0,50,2,0,1,0,0,0,0      
0,53,32,759,147,0,50,2,0,0,1,0,0,0      
1,0,13,490,87,0,50,2,0,0,0,1,0,0        
0,69,61,73,69,0,35,1,1,0,0,0,35,1       
0,34,33,350,71,0,35,1,0,1,0,0,0,0       
1,50,26,227,51,0,35,1,0,0,1,0,0,0       
0,0,14,314,48,0,35,1,0,0,0,1,0,0        
0,69,60,133,74,0,34,1,1,0,0,0,34,1      
0,34,31,397,74,0,34,1,0,1,0,0,0,0       
1,15,21,240,47,0,34,1,0,0,1,0,0,0       
0,0,14,351,52,0,34,1,0,0,0,1,0,0        
0,64,81,129,101,0,8,2,1,0,0,0,8,2       
0,44,35,677,138,0,8,2,0,1,0,0,0,0       
1,15,31,565,117,0,8,2,0,0,1,0,0,0       
0,0,12,588,101,0,8,2,0,0,0,1,0,0        
0,69,59,117,72,0,30,1,1,0,0,0,30,1      
0,34,32,397,75,0,30,1,0,1,0,0,0,0       
0,35,26,442,74,0,30,1,0,0,1,0,0,0       
1,0,17,180,37,0,30,1,0,0,0,1,0,0        
0,69,111,276,141,0,32,1,1,0,0,0,32,1    
0,34,93,1047,207,0,32,1,0,1,0,0,0,0     
1,30,35,860,128,0,32,1,0,0,1,0,0,0      
0,0,42,1008,151,0,32,1,0,0,0,1,0,0      
0,69,59,88,68,0,26,1,1,0,0,0,26,1       
0,34,30,361,70,0,26,1,0,1,0,0,0,0       
1,15,21,295,53,0,26,1,0,0,1,0,0,0       
0,0,13,299,45,0,26,1,0,0,0,1,0,0        
0,69,59,114,71,0,42,1,1,0,0,0,42,1      
0,34,31,389,73,0,42,1,0,1,0,0,0,0       
1,15,21,243,47,0,42,1,0,0,1,0,0,0       
0,0,13,334,49,0,42,1,0,0,0,1,0,0        
1,90,55,115,72,1,50,1,1,0,0,0,50,1      
0,44,72,602,163,1,50,1,0,1,0,0,0,0      
0,53,33,596,123,1,50,1,0,0,1,0,0,0      
0,0,24,589,113,1,50,1,0,0,0,1,0,0       
1,15,87,110,104,1,70,2,1,0,0,0,70,2     
0,44,31,348,84,1,70,2,0,1,0,0,0,0       
0,53,25,393,85,1,70,2,0,0,1,0,0,0       
0,0,7,320,56,1,70,2,0,0,0,1,0,0         
0,69,62,76,71,0,30,1,1,0,0,0,30,1       
0,34,39,377,80,0,30,1,0,1,0,0,0,0       
0,35,33,422,79,0,30,1,0,0,1,0,0,0       
1,0,12,300,45,0,30,1,0,0,0,1,0,0        
0,69,59,121,72,0,26,1,1,0,0,0,26,1      
0,34,31,386,73,0,26,1,0,1,0,0,0,0       
0,35,25,431,72,0,26,1,0,0,1,0,0,0       
1,0,14,270,43,0,26,1,0,0,0,1,0,0        
0,64,51,90,64,0,26,3,1,0,0,0,26,3       
1,20,61,350,114,0,26,3,0,1,0,0,0,0      
0,53,22,405,83,0,26,3,0,0,1,0,0,0       
0,0,6,327,56,0,26,3,0,0,0,1,0,0         
0,64,64,215,97,0,18,2,1,0,0,0,18,2      
1,50,41,420,104,0,18,2,0,1,0,0,0,0      
0,53,15,385,73,0,18,2,0,0,1,0,0,0       
0,0,9,321,58,0,18,2,0,0,0,1,0,0         
0,64,58,74,69,0,35,2,1,0,0,0,35,2       
1,30,21,295,66,0,35,2,0,1,0,0,0,0       
0,53,24,389,83,0,35,2,0,0,1,0,0,0       
0,0,7,315,55,0,35,2,0,0,0,1,0,0         
0,64,71,119,89,0,50,3,1,0,0,0,50,3      
0,44,58,617,152,0,50,3,0,1,0,0,0,0      
1,15,35,615,128,0,50,3,0,0,1,0,0,0      
0,0,11,586,100,0,50,3,0,0,0,1,0,0       
1,15,50,75,58,1,4,1,1,0,0,0,4,1         
0,34,15,361,55,1,4,1,0,1,0,0,0,0        
0,35,12,406,56,1,4,1,0,0,1,0,0,0        
0,0,13,315,47,1,4,1,0,0,0,1,0,0         
1,10,61,80,73,1,30,4,1,0,0,0,30,4       
0,44,24,350,77,1,30,4,0,1,0,0,0,0       
0,53,19,395,79,1,30,4,0,0,1,0,0,0       
0,0,4,314,52,1,30,4,0,0,0,1,0,0         
0,69,59,100,70,0,45,1,1,0,0,0,45,1      
0,34,31,372,71,0,45,1,0,1,0,0,0,0       
0,35,25,417,70,0,45,1,0,0,1,0,0,0       
1,0,13,210,36,0,45,1,0,0,0,1,0,0        
0,69,58,73,66,0,60,1,1,0,0,0,60,1       
0,34,31,324,66,0,60,1,0,1,0,0,0,0       
0,35,25,334,61,0,60,1,0,0,1,0,0,0       
1,0,18,240,44,0,60,1,0,0,0,1,0,0        
0,69,62,184,82,0,4,1,1,0,0,0,4,1        
0,34,19,454,68,0,4,1,0,1,0,0,0,0        
0,35,16,464,66,0,4,1,0,0,1,0,0,0        
1,0,18,225,42,0,4,1,0,0,0,1,0,0         
1,30,93,85,102,1,30,1,1,0,0,0,30,1      
0,34,33,365,72,1,30,1,0,1,0,0,0,0       
0,35,27,410,71,1,30,1,0,0,1,0,0,0       
0,0,13,308,46,1,30,1,0,0,0,1,0,0        
1,20,76,95,86,1,60,1,1,0,0,0,60,1       
0,34,33,344,70,1,60,1,0,1,0,0,0,0       
0,35,27,389,69,1,60,1,0,0,1,0,0,0       
0,0,13,315,47,1,60,1,0,0,0,1,0,0        
0,64,100,190,129,0,4,2,1,0,0,0,4,2      
0,44,49,678,152,0,4,2,0,1,0,0,0,0       
1,30,48,430,113,0,4,2,0,0,1,0,0,0       
0,0,14,629,109,0,4,2,0,0,0,1,0,0        
0,64,48,63,58,0,18,3,1,0,0,0,18,3       
1,10,21,255,60,0,18,3,0,1,0,0,0,0       
0,53,13,397,73,0,18,3,0,0,1,0,0,0       
0,0,4,324,53,0,18,3,0,0,0,1,0,0         
0,64,58,93,72,0,15,2,1,0,0,0,15,2       
1,10,30,315,78,0,15,2,0,1,0,0,0,0       
0,53,13,346,65,0,15,2,0,0,1,0,0,0       
0,0,6,316,54,0,15,2,0,0,0,1,0,0         
0,69,59,94,69,0,26,1,1,0,0,0,26,1       
0,34,30,361,70,0,26,1,0,1,0,0,0,0       
0,35,24,406,68,0,26,1,0,0,1,0,0,0       
1,0,10,270,39,0,26,1,0,0,0,1,0,0        
1,30,111,105,122,1,40,1,1,0,0,0,40,1    
0,34,71,596,136,1,40,1,0,1,0,0,0,0      
0,35,32,590,96,1,40,1,0,0,1,0,0,0       
0,0,27,577,90,1,40,1,0,0,0,1,0,0        
1,5,64,80,76,1,70,2,1,0,0,0,70,2        
0,44,30,348,83,1,70,2,0,1,0,0,0,0       
0,53,24,393,84,1,70,2,0,0,1,0,0,0       
0,0,7,291,51,1,70,2,0,0,0,1,0,0         
1,5,60,85,73,1,45,4,1,0,0,0,45,4        
0,44,24,379,81,1,45,4,0,1,0,0,0,0       
0,53,19,424,83,1,45,4,0,0,1,0,0,0       
0,0,3,337,54,1,45,4,0,0,0,1,0,0         
0,64,97,188,125,0,26,3,1,0,0,0,26,3     
0,44,76,825,201,0,26,3,0,1,0,0,0,0      
1,16,38,810,161,0,26,3,0,0,1,0,0,0      
0,0,15,803,137,0,26,3,0,0,0,1,0,0       
0,69,91,117,104,0,35,1,1,0,0,0,35,1     
0,34,77,630,145,0,35,1,0,1,0,0,0,0      
0,35,38,624,106,0,35,1,0,0,1,0,0,0      
1,0,29,540,88,0,35,1,0,0,0,1,0,0        
0,69,59,114,72,0,4,1,1,0,0,0,4,1        
0,34,16,378,57,0,4,1,0,1,0,0,0,0        
1,5,14,370,54,0,4,1,0,0,1,0,0,0         
0,0,17,335,53,0,4,1,0,0,0,1,0,0         
0,69,60,66,67,0,20,1,1,0,0,0,20,1       
0,34,34,352,72,0,20,1,0,1,0,0,0,0       
1,10,37,250,64,0,20,1,0,0,1,0,0,0       
0,0,13,307,46,0,20,1,0,0,0,1,0,0        
0,69,107,144,123,0,45,1,1,0,0,0,45,1    
0,34,89,879,184,0,45,1,0,1,0,0,0,0      
1,30,35,775,119,0,45,1,0,0,1,0,0,0      
0,0,37,868,131,0,45,1,0,0,0,1,0,0       
0,69,81,124,94,0,40,1,1,0,0,0,40,1      
0,34,69,605,135,0,40,1,0,1,0,0,0,0      
0,35,30,599,95,0,40,1,0,0,1,0,0,0       
1,0,30,720,108,0,40,1,0,0,0,1,0,0       
1,45,126,135,141,1,40,1,1,0,0,0,40,1    
0,34,70,596,135,1,40,1,0,1,0,0,0,0      
0,35,31,590,95,1,40,1,0,0,1,0,0,0       
0,0,32,577,95,1,40,1,0,0,0,1,0,0        
0,69,59,86,68,0,2,1,1,0,0,0,2,1         
0,34,15,360,54,0,2,1,0,1,0,0,0,0        
1,50,29,265,57,0,2,1,0,0,1,0,0,0        
0,0,13,300,46,0,2,1,0,0,0,1,0,0         
0,69,81,124,94,0,20,1,1,0,0,0,20,1      
0,34,35,605,100,0,20,1,0,1,0,0,0,0      
0,35,31,599,96,0,20,1,0,0,1,0,0,0       
1,0,27,510,82,0,20,1,0,0,0,1,0,0        
0,64,66,140,87,0,70,4,1,0,0,0,70,4      
0,44,54,670,156,0,70,4,0,1,0,0,0,0      
0,53,33,664,134,0,70,4,0,0,1,0,0,0      
1,0,12,540,94,0,70,4,0,0,0,1,0,0        
